order_id,order_time,driver_arrival_time,driver_pickup_time,delivery_time,order_value,eater_id,order_ready,driver_arrival_period,driver_waiting_time
73363c3ba,2023-01-01 10:37:00,2023-01-01 10:49:00,2023-01-01 10:58:00,2023-01-01 11:12:00,18.43,3799440801,21.0,12.0,9.0
71bdfd3e6,2023-01-01 10:56:00,2023-01-01 11:05:00,2023-01-01 11:12:00,2023-01-01 11:32:00,21.07,3093709427,16.0,9.0,7.0
9de845668,2023-01-01 11:01:00,2023-01-01 11:17:00,2023-01-01 11:27:00,2023-01-01 11:43:00,279.51,1148858116,26.0,16.0,10.0
a412ad967,2023-01-01 11:04:00,2023-01-01 11:23:00,2023-01-01 11:32:00,2023-01-01 11:56:00,15.72,5466389772,28.0,19.0,9.0
a0ac88589,2023-01-01 11:16:00,2023-01-01 11:26:00,2023-01-01 11:35:00,2023-01-01 11:45:00,830.02,2818156850,19.0,10.0,9.0
c75270323,2023-01-01 11:45:00,2023-01-01 12:00:00,2023-01-01 12:04:00,2023-01-01 12:24:00,20.22,7483166080,19.0,15.0,4.0
94f860571,2023-01-01 12:03:00,2023-01-01 12:11:00,2023-01-01 12:15:00,2023-01-01 12:45:00,21.76,1201021597,12.0,8.0,4.0
14967559b,2023-01-01 12:17:00,2023-01-01 12:29:00,2023-01-01 12:33:00,2023-01-01 12:56:00,1530.0,3645045612,16.0,12.0,4.0
e8eb598eb,2023-01-01 12:31:00,2023-01-01 12:41:00,2023-01-01 12:44:00,2023-01-01 13:05:00,21.88,7377167456,13.0,10.0,3.0
bf335ef4d,2023-01-01 12:34:00,2023-01-01 12:48:00,2023-01-01 12:58:00,2023-01-01 13:08:00,42.17,7298063685,24.0,14.0,10.0
cbbf69080,2023-01-01 12:41:00,2023-01-01 13:00:00,2023-01-01 13:03:00,2023-01-01 13:25:00,1112.73,6551890057,22.0,19.0,3.0
1bf400cd8,2023-01-01 12:44:00,2023-01-01 12:49:00,2023-01-01 12:54:00,2023-01-01 13:19:00,108.7,5512299271,10.0,5.0,5.0
14fe242aa,2023-01-01 12:58:00,2023-01-01 13:07:00,2023-01-01 13:15:00,2023-01-01 13:43:00,28.75,7195174836,17.0,9.0,8.0
b153c73a7,2023-01-01 13:21:00,2023-01-01 13:27:00,2023-01-01 13:34:00,2023-01-01 13:51:00,13.77,2287745799,13.0,6.0,7.0
9fde6d911,2023-01-01 13:23:00,2023-01-01 13:32:00,2023-01-01 13:40:00,2023-01-01 14:08:00,10.66,4511463430,17.0,9.0,8.0
df1e8f0fe,2023-01-01 14:04:00,2023-01-01 14:14:00,2023-01-01 14:23:00,2023-01-01 14:47:00,29.98,5136873974,19.0,10.0,9.0
e0186a9d5,2023-01-01 14:15:00,2023-01-01 14:27:00,2023-01-01 14:35:00,2023-01-01 15:05:00,31.52,8446151276,20.0,12.0,8.0
f9bc55536,2023-01-01 14:32:00,2023-01-01 14:48:00,2023-01-01 14:55:00,2023-01-01 15:20:00,771.01,3054719333,23.0,16.0,7.0
bff1b3ae5,2023-01-01 14:32:00,2023-01-01 14:38:00,2023-01-01 14:46:00,2023-01-01 14:58:00,25.47,4976537644,14.0,6.0,8.0
566c61fb5,2023-01-01 14:45:00,2023-01-01 14:50:00,2023-01-01 14:52:00,2023-01-01 15:02:00,16.73,2501164300,7.0,5.0,2.0
e486002e7,2023-01-01 14:52:00,2023-01-01 15:01:00,2023-01-01 15:08:00,2023-01-01 15:34:00,490.75,3454231177,16.0,9.0,7.0
613dfe348,2023-01-01 14:53:00,2023-01-01 15:04:00,2023-01-01 15:13:00,2023-01-01 15:37:00,52.65,7446428423,20.0,11.0,9.0
2a81f2a53,2023-01-01 15:01:00,2023-01-01 15:07:00,2023-01-01 15:09:00,2023-01-01 15:19:00,28.5,2773103308,8.0,6.0,2.0
8087ee7e4,2023-01-01 15:20:00,2023-01-01 15:40:00,2023-01-01 15:43:00,2023-01-01 16:10:00,20.98,7457086135,23.0,20.0,3.0
bd4879a97,2023-01-01 15:23:00,2023-01-01 15:32:00,2023-01-01 15:38:00,2023-01-01 15:50:00,19.34,2762815720,15.0,9.0,6.0
9dedb8f68,2023-01-01 15:45:00,2023-01-01 16:00:00,2023-01-01 16:06:00,2023-01-01 16:29:00,10.07,5327870983,21.0,15.0,6.0
174b9ea95,2023-01-01 16:08:00,2023-01-01 16:21:00,2023-01-01 16:23:00,2023-01-01 16:36:00,50.34,4253269980,15.0,13.0,2.0
e648da607,2023-01-01 16:36:00,2023-01-01 16:48:00,2023-01-01 16:52:00,2023-01-01 17:14:00,904.13,3865070201,16.0,12.0,4.0
a9003066a,2023-01-01 16:47:00,2023-01-01 16:52:00,2023-01-01 17:00:00,2023-01-01 17:16:00,19.9,5208873491,13.0,5.0,8.0
0894cce9e,2023-01-01 17:03:00,2023-01-01 17:23:00,2023-01-01 17:29:00,2023-01-01 17:43:00,18.61,9193170265,26.0,20.0,6.0
a71b6b761,2023-01-01 17:07:00,2023-01-01 17:24:00,2023-01-01 17:26:00,2023-01-01 17:56:00,43.8,5566230898,19.0,17.0,2.0
1107b02dd,2023-01-01 17:10:00,2023-01-01 17:24:00,2023-01-01 17:26:00,2023-01-01 17:42:00,14.61,4685852149,16.0,14.0,2.0
7323893ca,2023-01-01 17:28:00,2023-01-01 17:42:00,2023-01-01 17:50:00,2023-01-01 18:11:00,31.82,5076401778,22.0,14.0,8.0
f3bb3d6d9,2023-01-01 17:29:00,2023-01-01 17:47:00,2023-01-01 17:53:00,2023-01-01 18:14:00,21.34,1586316063,24.0,18.0,6.0
a28e23799,2023-01-01 17:35:00,2023-01-01 17:49:00,2023-01-01 17:53:00,2023-01-01 18:13:00,48.87,5352768183,18.0,14.0,4.0
08863d928,2023-01-01 17:44:00,2023-01-01 17:50:00,2023-01-01 17:53:00,2023-01-01 18:14:00,23.49,7755789022,9.0,6.0,3.0
e52fa71e4,2023-01-01 17:55:00,2023-01-01 18:09:00,2023-01-01 18:15:00,2023-01-01 18:26:00,21.27,5971178729,20.0,14.0,6.0
ed82967a6,2023-01-01 18:00:00,2023-01-01 18:05:00,2023-01-01 18:13:00,2023-01-01 18:27:00,20.3,9161795257,13.0,5.0,8.0
99ac577d7,2023-01-01 18:40:00,2023-01-01 18:51:00,2023-01-01 18:57:00,2023-01-01 19:13:00,55.02,1343228617,17.0,11.0,6.0
40e6846de,2023-01-01 19:02:00,2023-01-01 19:12:00,2023-01-01 19:15:00,2023-01-01 19:28:00,1358.88,1038492178,13.0,10.0,3.0
7af26f0c0,2023-01-01 19:03:00,2023-01-01 19:09:00,2023-01-01 19:19:00,2023-01-01 19:34:00,29.2,6151774067,16.0,6.0,10.0
17baf819b,2023-01-01 19:03:00,2023-01-01 19:23:00,2023-01-01 19:31:00,2023-01-01 19:42:00,47.15,3344985172,28.0,20.0,8.0
866dbce5f,2023-01-01 19:04:00,2023-01-01 19:13:00,2023-01-01 19:19:00,2023-01-01 19:40:00,51.39,4622618964,15.0,9.0,6.0
a7f891692,2023-01-01 19:08:00,2023-01-01 19:25:00,2023-01-01 19:34:00,2023-01-01 19:47:00,13.29,8574673102,26.0,17.0,9.0
64d56e697,2023-01-01 19:16:00,2023-01-01 19:26:00,2023-01-01 19:33:00,2023-01-01 19:57:00,51.3,9081400637,17.0,10.0,7.0
13a4533a8,2023-01-01 19:19:00,2023-01-01 19:37:00,2023-01-01 19:44:00,2023-01-01 20:07:00,17.69,2678112332,25.0,18.0,7.0
ad9a0ed4a,2023-01-01 19:28:00,2023-01-01 19:46:00,2023-01-01 19:48:00,2023-01-01 20:06:00,51.9,5152355103,20.0,18.0,2.0
50cce6ebb,2023-01-01 19:36:00,2023-01-01 19:56:00,2023-01-01 19:59:00,2023-01-01 20:19:00,32.96,6913264592,23.0,20.0,3.0
3899ff0b9,2023-01-01 19:39:00,2023-01-01 19:58:00,2023-01-01 20:06:00,2023-01-01 20:24:00,53.6,7100565822,27.0,19.0,8.0
8c09c1560,2023-01-01 19:43:00,2023-01-01 19:51:00,2023-01-01 19:55:00,2023-01-01 20:21:00,49.82,2048843794,12.0,8.0,4.0
8ea78b9ac,2023-01-01 19:53:00,2023-01-01 20:11:00,2023-01-01 20:13:00,2023-01-01 20:39:00,38.29,1684447753,20.0,18.0,2.0
f0c1028f5,2023-01-01 20:18:00,2023-01-01 20:26:00,2023-01-01 20:28:00,2023-01-01 20:40:00,31.39,5171007558,10.0,8.0,2.0
96bac7890,2023-01-01 20:19:00,2023-01-01 20:33:00,2023-01-01 20:37:00,2023-01-01 21:01:00,39.78,2246630778,18.0,14.0,4.0
f15367b68,2023-01-01 20:33:00,2023-01-01 20:47:00,2023-01-01 20:52:00,2023-01-01 21:13:00,835.42,7335628106,19.0,14.0,5.0
06f5a9baa,2023-01-01 20:37:00,2023-01-01 20:55:00,2023-01-01 21:00:00,2023-01-01 21:23:00,17.27,1241878099,23.0,18.0,5.0
0b2bf8f2a,2023-01-01 20:47:00,2023-01-01 20:56:00,2023-01-01 20:59:00,2023-01-01 21:17:00,26.36,3442500576,12.0,9.0,3.0
2cd7b16c1,2023-01-01 21:06:00,2023-01-01 21:12:00,2023-01-01 21:21:00,2023-01-01 21:43:00,12.79,9186432273,15.0,6.0,9.0
7c8913402,2023-01-01 21:09:00,2023-01-01 21:16:00,2023-01-01 21:22:00,2023-01-01 21:47:00,41.16,9292590872,13.0,7.0,6.0
1f4857cb4,2023-01-01 21:17:00,2023-01-01 21:33:00,2023-01-01 21:38:00,2023-01-01 22:07:00,22.6,9219879784,21.0,16.0,5.0
78f261e59,2023-01-01 21:21:00,2023-01-01 21:31:00,2023-01-01 21:38:00,2023-01-01 22:07:00,19.23,7335986437,17.0,10.0,7.0
1f43b318d,2023-01-01 21:34:00,2023-01-01 21:51:00,2023-01-01 21:56:00,2023-01-01 22:24:00,20.29,4282045968,22.0,17.0,5.0
307c1d7ab,2023-01-01 21:43:00,2023-01-01 21:53:00,2023-01-01 21:57:00,2023-01-01 22:24:00,12.64,8731926931,14.0,10.0,4.0
5471fb3a0,2023-01-01 21:54:00,2023-01-01 21:59:00,2023-01-01 22:01:00,2023-01-01 22:12:00,37.14,4815866878,7.0,5.0,2.0
b5f1ae4f5,2023-01-01 22:38:00,2023-01-01 22:58:00,2023-01-01 23:01:00,2023-01-01 23:20:00,9.83,1215060007,23.0,20.0,3.0
882efffd2,2023-01-01 22:45:00,2023-01-01 23:02:00,2023-01-01 23:07:00,2023-01-01 23:30:00,22.61,2474518365,22.0,17.0,5.0
f5ba6f329,2023-01-02 06:22:00,2023-01-02 06:37:00,2023-01-02 06:47:00,2023-01-02 07:07:00,37.28,2708830348,25.0,15.0,10.0
e5241c5d9,2023-01-02 06:46:00,2023-01-02 06:52:00,2023-01-02 07:02:00,2023-01-02 07:19:00,19.92,9012866676,16.0,6.0,10.0
de327d691,2023-01-02 07:11:00,2023-01-02 07:17:00,2023-01-02 07:22:00,2023-01-02 07:51:00,17.17,9325591320,11.0,6.0,5.0
8cc548a33,2023-01-02 07:37:00,2023-01-02 07:51:00,2023-01-02 07:55:00,2023-01-02 08:13:00,21.84,3302264963,18.0,14.0,4.0
c9b50333c,2023-01-02 07:56:00,2023-01-02 08:02:00,2023-01-02 08:04:00,2023-01-02 08:14:00,25.37,8989675223,8.0,6.0,2.0
e97bdcd5e,2023-01-02 08:57:00,2023-01-02 09:14:00,2023-01-02 09:20:00,2023-01-02 09:35:00,30.84,7665955446,23.0,17.0,6.0
7ee9cae5e,2023-01-02 09:03:00,2023-01-02 09:20:00,2023-01-02 09:27:00,2023-01-02 09:51:00,23.06,1460893514,24.0,17.0,7.0
c7dc6fb76,2023-01-02 09:14:00,2023-01-02 09:30:00,2023-01-02 09:32:00,2023-01-02 09:56:00,27.06,1281685952,18.0,16.0,2.0
56207ae3a,2023-01-02 09:15:00,2023-01-02 09:28:00,2023-01-02 09:35:00,2023-01-02 09:49:00,29.7,2810963368,20.0,13.0,7.0
dd6e44a5a,2023-01-02 09:19:00,2023-01-02 09:33:00,2023-01-02 09:42:00,2023-01-02 10:10:00,22.24,3507378600,23.0,14.0,9.0
310a62a7c,2023-01-02 10:01:00,2023-01-02 10:12:00,2023-01-02 10:20:00,2023-01-02 10:45:00,16.71,2616447455,19.0,11.0,8.0
aa0eb275a,2023-01-02 10:11:00,2023-01-02 10:16:00,2023-01-02 10:19:00,2023-01-02 10:33:00,28.0,9216702734,8.0,5.0,3.0
28add9966,2023-01-02 10:26:00,2023-01-02 10:41:00,2023-01-02 10:43:00,2023-01-02 10:53:00,17.12,4066691432,17.0,15.0,2.0
ad313a460,2023-01-02 10:35:00,2023-01-02 10:45:00,2023-01-02 10:47:00,2023-01-02 10:57:00,1048.21,1141911175,12.0,10.0,2.0
ae20fc3c6,2023-01-02 10:43:00,2023-01-02 11:01:00,2023-01-02 11:04:00,2023-01-02 11:25:00,21.34,1984469522,21.0,18.0,3.0
98480870e,2023-01-02 10:55:00,2023-01-02 11:07:00,2023-01-02 11:10:00,2023-01-02 11:22:00,16.2,4914889324,15.0,12.0,3.0
e51aa8fb1,2023-01-02 10:59:00,2023-01-02 11:07:00,2023-01-02 11:09:00,2023-01-02 11:30:00,14.22,7628834098,10.0,8.0,2.0
6e16d8437,2023-01-02 11:01:00,2023-01-02 11:16:00,2023-01-02 11:23:00,2023-01-02 11:52:00,19.2,9264192120,22.0,15.0,7.0
6caf06108,2023-01-02 11:36:00,2023-01-02 11:41:00,2023-01-02 11:44:00,2023-01-02 11:56:00,11.24,4270959349,8.0,5.0,3.0
0d25257f6,2023-01-02 11:52:00,2023-01-02 11:59:00,2023-01-02 12:03:00,2023-01-02 12:30:00,13.62,2236871951,11.0,7.0,4.0
aefbaaa31,2023-01-02 12:28:00,2023-01-02 12:40:00,2023-01-02 12:45:00,2023-01-02 12:57:00,28.22,2815304309,17.0,12.0,5.0
87e5c1fb5,2023-01-02 12:35:00,2023-01-02 12:42:00,2023-01-02 12:45:00,2023-01-02 12:55:00,37.06,9950138959,10.0,7.0,3.0
6e6ab817c,2023-01-02 12:50:00,2023-01-02 13:02:00,2023-01-02 13:08:00,2023-01-02 13:32:00,34.37,4049242027,18.0,12.0,6.0
f00e66ddb,2023-01-02 13:10:00,2023-01-02 13:29:00,2023-01-02 13:33:00,2023-01-02 13:44:00,39.68,7848655807,23.0,19.0,4.0
c0933f4a3,2023-01-02 13:45:00,2023-01-02 13:58:00,2023-01-02 14:00:00,2023-01-02 14:26:00,9.66,6848350687,15.0,13.0,2.0
13414efc4,2023-01-02 14:03:00,2023-01-02 14:09:00,2023-01-02 14:16:00,2023-01-02 14:39:00,22.2,8269589977,13.0,6.0,7.0
e92126a55,2023-01-02 14:11:00,2023-01-02 14:21:00,2023-01-02 14:25:00,2023-01-02 14:49:00,20.19,3522431057,14.0,10.0,4.0
3fd656f81,2023-01-02 14:21:00,2023-01-02 14:29:00,2023-01-02 14:37:00,2023-01-02 14:56:00,1650.0,3296406353,16.0,8.0,8.0
8acbf9a2c,2023-01-02 14:23:00,2023-01-02 14:41:00,2023-01-02 14:50:00,2023-01-02 15:00:00,35.03,4809268976,27.0,18.0,9.0
7e71c7993,2023-01-02 14:28:00,2023-01-02 14:43:00,2023-01-02 14:51:00,2023-01-02 15:13:00,19.56,1209968916,23.0,15.0,8.0
4c64b0604,2023-01-02 15:12:00,2023-01-02 15:18:00,2023-01-02 15:24:00,2023-01-02 15:41:00,55.22,2551488175,12.0,6.0,6.0
f9cf3aba1,2023-01-02 15:13:00,2023-01-02 15:18:00,2023-01-02 15:23:00,2023-01-02 15:39:00,850.6,4798618995,10.0,5.0,5.0
145a18458,2023-01-02 15:23:00,2023-01-02 15:32:00,2023-01-02 15:41:00,2023-01-02 15:57:00,18.77,4504282961,18.0,9.0,9.0
9c8be407f,2023-01-02 15:25:00,2023-01-02 15:33:00,2023-01-02 15:39:00,2023-01-02 15:56:00,21.51,8303156604,14.0,8.0,6.0
d2582b8aa,2023-01-02 15:34:00,2023-01-02 15:43:00,2023-01-02 15:51:00,2023-01-02 16:11:00,219.11,6751660893,17.0,9.0,8.0
2ce8675e6,2023-01-02 15:36:00,2023-01-02 15:53:00,2023-01-02 15:59:00,2023-01-02 16:12:00,28.17,1788500364,23.0,17.0,6.0
bd61c0aef,2023-01-02 15:44:00,2023-01-02 15:54:00,2023-01-02 15:58:00,2023-01-02 16:24:00,28.21,1609476768,14.0,10.0,4.0
19ea7556c,2023-01-02 15:46:00,2023-01-02 15:52:00,2023-01-02 15:56:00,2023-01-02 16:10:00,12.63,9119944276,10.0,6.0,4.0
0b52ced4d,2023-01-02 15:47:00,2023-01-02 16:05:00,2023-01-02 16:15:00,2023-01-02 16:27:00,477.36,2459225905,28.0,18.0,10.0
44eb6937d,2023-01-02 15:58:00,2023-01-02 16:14:00,2023-01-02 16:19:00,2023-01-02 16:39:00,26.92,3911117641,21.0,16.0,5.0
791396f1f,2023-01-02 16:11:00,2023-01-02 16:27:00,2023-01-02 16:30:00,2023-01-02 16:43:00,10.25,8338842415,19.0,16.0,3.0
5517dd0d9,2023-01-02 16:47:00,2023-01-02 16:56:00,2023-01-02 17:01:00,2023-01-02 17:28:00,25.8,6022967818,14.0,9.0,5.0
43d00a192,2023-01-02 16:59:00,2023-01-02 17:09:00,2023-01-02 17:14:00,2023-01-02 17:29:00,20.33,1990621546,15.0,10.0,5.0
f2eafe766,2023-01-02 17:05:00,2023-01-02 17:22:00,2023-01-02 17:27:00,2023-01-02 17:50:00,10.03,2026976604,22.0,17.0,5.0
181dd9430,2023-01-02 17:07:00,2023-01-02 17:24:00,2023-01-02 17:32:00,2023-01-02 17:45:00,28.79,3164583848,25.0,17.0,8.0
7fca3f80e,2023-01-02 17:55:00,2023-01-02 18:12:00,2023-01-02 18:19:00,2023-01-02 18:31:00,20.69,1968739848,24.0,17.0,7.0
9590a9359,2023-01-02 18:00:00,2023-01-02 18:09:00,2023-01-02 18:16:00,2023-01-02 18:43:00,31.34,2921540560,16.0,9.0,7.0
948c45990,2023-01-02 18:03:00,2023-01-02 18:17:00,2023-01-02 18:20:00,2023-01-02 18:41:00,30.75,4448922101,17.0,14.0,3.0
12aaa2553,2023-01-02 18:12:00,2023-01-02 18:23:00,2023-01-02 18:28:00,2023-01-02 18:46:00,31.02,9473191632,16.0,11.0,5.0
7c0e5550b,2023-01-02 18:17:00,2023-01-02 18:34:00,2023-01-02 18:44:00,2023-01-02 19:09:00,46.59,7177788199,27.0,17.0,10.0
a054166fb,2023-01-02 18:23:00,2023-01-02 18:40:00,2023-01-02 18:43:00,2023-01-02 19:10:00,25.15,8961923278,20.0,17.0,3.0
c6fdbff9c,2023-01-02 18:23:00,2023-01-02 18:42:00,2023-01-02 18:45:00,2023-01-02 19:08:00,11.45,4640229748,22.0,19.0,3.0
835082647,2023-01-02 18:26:00,2023-01-02 18:35:00,2023-01-02 18:41:00,2023-01-02 19:03:00,13.18,4897487497,15.0,9.0,6.0
46ecf32f0,2023-01-02 20:26:00,2023-01-02 20:38:00,2023-01-02 20:42:00,2023-01-02 21:03:00,854.24,7509976067,16.0,12.0,4.0
187d03444,2023-01-02 20:53:00,2023-01-02 21:12:00,2023-01-02 21:19:00,2023-01-02 21:29:00,32.18,7837383341,26.0,19.0,7.0
93e775969,2023-01-02 22:09:00,2023-01-02 22:23:00,2023-01-02 22:32:00,2023-01-02 22:59:00,14.6,2568760647,23.0,14.0,9.0
1a23adcac,2023-01-02 22:18:00,2023-01-02 22:34:00,2023-01-02 22:38:00,2023-01-02 22:51:00,12.63,7995186507,20.0,16.0,4.0
2864e365b,2023-01-02 22:40:00,2023-01-02 22:45:00,2023-01-02 22:54:00,2023-01-02 23:17:00,104.02,1911782315,14.0,5.0,9.0
84a64bade,2023-01-02 22:43:00,2023-01-02 22:51:00,2023-01-02 23:00:00,2023-01-02 23:12:00,50.19,8231476983,17.0,8.0,9.0
a9bbdd12b,2023-01-02 22:50:00,2023-01-02 22:55:00,2023-01-02 22:57:00,2023-01-02 23:24:00,37.56,3158762289,7.0,5.0,2.0
efceb2b02,2023-01-02 22:56:00,2023-01-02 23:03:00,2023-01-02 23:07:00,2023-01-02 23:36:00,9.1,4793336422,11.0,7.0,4.0
57e6e11c9,2023-01-03 06:41:00,2023-01-03 06:54:00,2023-01-03 07:02:00,2023-01-03 07:24:00,670.97,7582752468,21.0,13.0,8.0
cf91d54ec,2023-01-03 06:54:00,2023-01-03 07:04:00,2023-01-03 07:13:00,2023-01-03 07:24:00,31.51,1227588229,19.0,10.0,9.0
de8f0d458,2023-01-03 07:21:00,2023-01-03 07:32:00,2023-01-03 07:34:00,2023-01-03 07:54:00,10.97,5657364134,13.0,11.0,2.0
1760246cf,2023-01-03 07:32:00,2023-01-03 07:47:00,2023-01-03 07:54:00,2023-01-03 08:09:00,652.61,5449971395,22.0,15.0,7.0
fd9a50798,2023-01-03 07:53:00,2023-01-03 08:01:00,2023-01-03 08:04:00,2023-01-03 08:30:00,208.95,5125529317,11.0,8.0,3.0
719e91b48,2023-01-03 08:34:00,2023-01-03 08:53:00,2023-01-03 09:02:00,2023-01-03 09:22:00,35.07,5270907696,28.0,19.0,9.0
84eebcef1,2023-01-03 08:45:00,2023-01-03 08:54:00,2023-01-03 09:02:00,2023-01-03 09:30:00,33.06,5775255554,17.0,9.0,8.0
bd4afafe0,2023-01-03 09:38:00,2023-01-03 09:46:00,2023-01-03 09:49:00,2023-01-03 10:08:00,18.3,8929355663,11.0,8.0,3.0
7a627916a,2023-01-03 09:53:00,2023-01-03 10:10:00,2023-01-03 10:19:00,2023-01-03 10:31:00,29.38,4643879368,26.0,17.0,9.0
2da8b2b63,2023-01-03 10:10:00,2023-01-03 10:19:00,2023-01-03 10:21:00,2023-01-03 10:46:00,45.08,3581049649,11.0,9.0,2.0
e34e99428,2023-01-03 10:26:00,2023-01-03 10:34:00,2023-01-03 10:41:00,2023-01-03 10:58:00,1277.95,9155406892,15.0,8.0,7.0
3653e8066,2023-01-03 10:56:00,2023-01-03 11:14:00,2023-01-03 11:22:00,2023-01-03 11:40:00,34.62,6696776889,26.0,18.0,8.0
46a13851b,2023-01-03 11:36:00,2023-01-03 11:51:00,2023-01-03 11:59:00,2023-01-03 12:22:00,203.31,6325632334,23.0,15.0,8.0
eda740177,2023-01-03 11:36:00,2023-01-03 11:49:00,2023-01-03 11:55:00,2023-01-03 12:16:00,22.27,9082469168,19.0,13.0,6.0
596cccd08,2023-01-03 12:27:00,2023-01-03 12:34:00,2023-01-03 12:43:00,2023-01-03 12:55:00,56.0,7990289589,16.0,7.0,9.0
379d6dfed,2023-01-03 12:46:00,2023-01-03 12:53:00,2023-01-03 12:55:00,2023-01-03 13:12:00,25.95,2660182972,9.0,7.0,2.0
090c7fcd4,2023-01-03 13:05:00,2023-01-03 13:22:00,2023-01-03 13:28:00,2023-01-03 13:42:00,27.88,5656535754,23.0,17.0,6.0
f68cbe12e,2023-01-03 13:26:00,2023-01-03 13:44:00,2023-01-03 13:54:00,2023-01-03 14:21:00,21.13,5615492447,28.0,18.0,10.0
65b00fe78,2023-01-03 13:38:00,2023-01-03 13:45:00,2023-01-03 13:48:00,2023-01-03 14:01:00,32.88,3570640961,10.0,7.0,3.0
b24d8d222,2023-01-03 13:59:00,2023-01-03 14:04:00,2023-01-03 14:06:00,2023-01-03 14:29:00,17.41,9998720788,7.0,5.0,2.0
f64a01360,2023-01-03 14:00:00,2023-01-03 14:20:00,2023-01-03 14:27:00,2023-01-03 14:45:00,53.15,1009362190,27.0,20.0,7.0
366606834,2023-01-03 14:25:00,2023-01-03 14:44:00,2023-01-03 14:47:00,2023-01-03 15:05:00,776.32,2681473783,22.0,19.0,3.0
98ed62719,2023-01-03 14:31:00,2023-01-03 14:39:00,2023-01-03 14:43:00,2023-01-03 15:01:00,28.26,9444223010,12.0,8.0,4.0
